PC_ID,Innate,Current,Maximum,derivative
1416,memory,0.89,0.89,0.04
1416,obedience,0.83,0.83,0.01
1416,pain tolerance,-0.31,-0.31,0.15
1416,perception,-0.40,-0.40,0.09
1416,reflex,-0.51,-0.51,0.10
1416,speed,-0.39,-0.39,0.03
1416,strength,-1.07,-1.07,0.58
1417,agility,1.51,1.51,0.56
1417,analytical reasoning,-0.19,-0.19,0.21
1417,bravery,1.16,1.16,0.13
1417,endurance,0.19,0.19,0.05
1417,honesty,1.79,1.79,0.08
1417,intuition,0.72,0.72,0.18
1417,loyalty,0.53,0.53,0.15
1417,memory,1.48,1.48,0.03
1417,obedience,-0.70,-0.70,0.09
1417,pain tolerance,-0.28,-0.28,0.04
1417,perception,-0.28,-0.28,0.29
1417,reflex,-0.52,-0.52,0.06
1417,speed,-0.02,-0.02,0.16
1417,strength,0.47,0.47,0.11
1418,agility,0.87,0.87,0.23
1418,analytical reasoning,1.77,1.77,0.13
1418,bravery,0.14,0.14,0.06
1418,endurance,0.21,0.21,0.14
1418,honesty,0.21,0.21,0.31
1418,intuition,-0.14,-0.14,0.27
1418,loyalty,0.94,0.94,0.06
1418,memory,-0.09,-0.09,0.03
1418,obedience,0.50,0.50,0.06
1418,pain tolerance,1.20,1.20,0.04
1418,perception,0.08,0.08,0.05
1418,reflex,-1.77,-1.77,0.08
1418,speed,-0.23,-0.23,0.03
1418,strength,-0.71,-0.71,0.11
1419,agility,0.28,0.28,0.76
1419,analytical reasoning,1.24,1.24,0.15
1419,bravery,1.32,1.32,0.33
1419,endurance,2.35,2.35,0.29
1419,honesty,-1.78,-1.78,0.06
1419,intuition,-1.52,-1.52,0.04
1419,loyalty,0.20,0.20,0.01
1419,memory,-1.82,-1.82,0.13
1419,obedience,-0.56,-0.56,0.51
1419,pain tolerance,0.77,0.77,0.01
1419,perception,0.13,0.13,0.40
1419,reflex,-0.01,-0.01,0.09
1419,speed,0.89,0.89,0.04
1419,strength,0.52,0.52,0.01
1420,agility,-1.27,-1.27,0.06
1420,analytical reasoning,-0.33,-0.33,0.02
1420,bravery,-0.40,-0.40,0.09
1420,endurance,-0.58,-0.58,0.09
1420,honesty,-0.97,-0.97,0.10
1420,intuition,-0.09,-0.09,0.02
1420,loyalty,1.32,1.32,0.01
1420,memory,1.18,1.18,0.27
1420,obedience,-0.30,-0.30,0.15
1420,pain tolerance,0.23,0.23,0.29
1420,perception,0.66,0.66,0.13
1420,reflex,1.70,1.70,0.32
1420,speed,1.14,1.14,0.22
1420,strength,0.46,0.46,0.01
1421,agility,0.07,0.07,0.17
1421,analytical reasoning,1.00,1.00,0.51
1421,bravery,0.11,0.11,0.01
1421,endurance,-0.72,-0.72,0.06
1421,honesty,1.69,1.69,0.03
1421,intuition,0.53,0.53,0.14
1421,loyalty,1.26,1.26,0.19
1421,memory,-0.37,-0.37,0.15
1421,obedience,0.26,0.26,0.25
1421,pain tolerance,0.91,0.91,0.22
1421,perception,0.48,0.48,0.13
1421,reflex,-1.75,-1.75,0.17
1421,speed,-0.71,-0.71,0.37
1421,strength,1.99,1.99,1.26
1422,agility,0.24,0.24,0.60
1422,analytical reasoning,0.94,0.94,0.06
1422,bravery,-0.58,-0.58,0.03
1422,endurance,-0.14,-0.14,0.06
1422,honesty,-0.71,-0.71,0.12
1422,intuition,-0.04,-0.04,0.07
1422,loyalty,1.12,1.12,0.11
1422,memory,0.96,0.96,0.03
1422,obedience,1.36,1.36,0.29
1422,pain tolerance,-0.23,-0.23,0.09
1422,perception,0.01,0.01,0.22
1422,reflex,-0.30,-0.30,0.15
1422,speed,0.03,0.03,0.04
1422,strength,-0.87,-0.87,0.23
1423,agility,1.98,1.98,0.09
1423,analytical reasoning,2.14,2.14,0.34
1423,bravery,-0.47,-0.47,0.19
1423,endurance,-0.98,-0.98,0.22
1423,honesty,0.61,0.61,0.05
1423,intuition,0.63,0.63,0.03
1423,loyalty,-0.76,-0.76,0.18
1423,memory,0.96,0.96,0.06
1423,obedience,1.72,1.72,0.01
1423,pain tolerance,0.85,0.85,0.18
1423,perception,0.55,0.55,0.06
1423,reflex,0.37,0.37,0.08
1423,speed,-1.19,-1.19,0.30
1423,strength,1.17,1.17,0.38
1424,agility,-0.42,-0.42,0.05
1424,analytical reasoning,-1.40,-1.40,0.07
1424,bravery,0.54,0.54,0.55
1424,endurance,-2.43,-2.43,0.12
1424,honesty,1.25,1.25,0.12
1424,intuition,-0.34,-0.34,0.14
1424,loyalty,0.54,0.54,0.08
1424,memory,-0.38,-0.38,0.01
1424,obedience,-0.50,-0.50,0.69
1424,pain tolerance,-1.34,-1.34,0.36
1424,perception,0.92,0.92,0.03
1424,reflex,1.34,1.34,0.13
1424,speed,0.47,0.47,0.02
1424,strength,1.63,1.63,0.01
1425,agility,0.26,0.26,0.12
1425,analytical reasoning,0.43,0.43,0.20
1425,bravery,0.10,0.10,0.08
1425,endurance,1.38,1.38,0.01
1425,honesty,0.11,0.11,0.08
1425,intuition,-0.37,-0.37,0.46
1425,loyalty,-0.70,-0.70,0.10
1425,memory,1.19,1.19,0.07
1425,obedience,0.13,0.13,0.12
1425,pain tolerance,1.13,1.13,0.07
1425,perception,0.21,0.21,0.05
1425,reflex,-1.68,-1.68,0.05
1425,speed,-0.78,-0.78,0.05
1425,strength,0.70,0.70,0.03
1426,agility,1.53,1.53,0.56
1426,analytical reasoning,0.44,0.44,0.22
1426,bravery,-1.26,-1.26,0.23
1426,endurance,0.37,0.37,0.21
1426,honesty,0.35,0.35,0.76
1426,intuition,0.78,0.78,0.02
1426,loyalty,1.13,1.13,0.19
1426,memory,1.74,1.74,0.01
1426,obedience,-0.55,-0.55,0.05
1426,pain tolerance,1.72,1.72,0.03
1426,perception,1.84,1.84,0.25
1426,reflex,2.09,2.09,0.10
1426,speed,1.96,1.96,0.25
1426,strength,0.35,0.35,0.01
1427,agility,0.04,0.04,0.20
1427,analytical reasoning,0.94,0.94,0.07
1427,bravery,0.86,0.86,0.16
1427,endurance,-1.93,-1.93,0.08
1427,honesty,1.69,1.69,0.05
1427,intuition,-0.63,-0.63,0.01
1427,loyalty,0.30,0.30,0.01
1427,memory,-0.29,-0.29,0.06
1427,obedience,1.89,1.89,0.11
1427,pain tolerance,0.94,0.94,0.06
1427,perception,0.27,0.27,0.04
1427,reflex,-0.07,-0.07,0.78
1427,speed,0.14,0.14,0.08
1427,strength,1.01,1.01,0.13
1428,agility,0.29,0.29,0.24
1428,analytical reasoning,-0.25,-0.25,0.36
1428,bravery,0.68,0.68,0.14
1428,endurance,1.66,1.66,0.10
1428,honesty,0.89,0.89,0.11
1428,intuition,-1.05,-1.05,0.08
1428,loyalty,0.95,0.95,0.07
1428,memory,0.15,0.15,0.02
1428,obedience,-0.69,-0.69,0.07
1428,pain tolerance,-0.05,-0.05,0.03
1428,perception,2.19,2.19,0.46
1428,reflex,-0.26,-0.26,0.08
1428,speed,1.07,1.07,0.05
1428,strength,0.97,0.97,0.01
1429,agility,-0.68,-0.68,0.25
1429,analytical reasoning,-0.42,-0.42,0.08
1429,bravery,-0.58,-0.58,0.01
1429,endurance,0.12,0.12,0.12
1429,honesty,-1.62,-1.62,0.01
1429,intuition,0.61,0.61,0.20
1429,loyalty,-1.58,-1.58,0.10
1429,memory,0.56,0.56,0.01
1429,obedience,-0.21,-0.21,0.01
1429,pain tolerance,-0.13,-0.13,0.07
1429,perception,-0.04,-0.04,0.08
1429,reflex,1.13,1.13,0.41
1429,speed,0.07,0.07,0.01
1429,strength,1.59,1.59,0.28
1430,agility,-0.61,-0.61,0.13
1430,analytical reasoning,0.72,0.72,0.03
1430,bravery,0.39,0.39,0.11
1430,endurance,-0.16,-0.16,0.06
1430,honesty,0.05,0.05,0.06
1430,intuition,-0.34,-0.34,0.63
1430,loyalty,-0.03,-0.03,0.03
1430,memory,0.88,0.88,0.29
1430,obedience,0.03,0.03,0.12
1430,pain tolerance,1.21,1.21,0.01
1430,perception,0.97,0.97,0.39
1430,reflex,1.06,1.06,0.49
1430,speed,-0.92,-0.92,0.18
1430,strength,-0.15,-0.15,0.52
1431,agility,0.18,0.18,0.04
1431,analytical reasoning,1.00,1.00,0.01
1431,bravery,1.14,1.14,0.30
1431,endurance,0.62,0.62,0.14
1431,honesty,-0.06,-0.06,0.17
1431,intuition,0.29,0.29,0.24
1431,loyalty,-0.43,-0.43,0.16
1431,memory,-0.69,-0.69,0.13
1431,obedience,1.26,1.26,0.12
1431,pain tolerance,0.69,0.69,0.16
1431,perception,1.34,1.34,0.41
1431,reflex,0.74,0.74,0.14
1431,speed,1.18,1.18,0.23
1431,strength,-1.37,-1.37,0.04
1432,agility,0.13,0.13,0.03
1432,analytical reasoning,1.38,1.38,0.39
1432,bravery,-0.29,-0.29,0.10
1432,endurance,0.89,0.89,0.03
1432,honesty,-0.78,-0.78,0.34
1432,intuition,1.23,1.23,0.12
1432,loyalty,-0.81,-0.81,0.02
1432,memory,0.96,0.96,0.09
1432,obedience,-0.41,-0.41,0.07
1432,pain tolerance,1.04,1.04,0.01
1432,perception,0.54,0.54,0.58
1432,reflex,0.53,0.53,0.09
1432,speed,0.20,0.20,0.16
1432,strength,-0.42,-0.42,0.07
1433,agility,-0.21,-0.21,0.32
1433,analytical reasoning,0.54,0.54,0.01
1433,bravery,1.17,1.17,0.20
1433,endurance,-0.01,-0.01,0.07
1433,honesty,-0.58,-0.58,0.16
1433,intuition,1.30,1.30,0.25
1433,loyalty,-0.20,-0.20,0.01
1433,memory,-0.67,-0.67,0.05
1433,obedience,-0.64,-0.64,0.01
1433,pain tolerance,0.21,0.21,0.07
1433,perception,-0.01,-0.01,0.01
1433,reflex,-0.60,-0.60,0.15
1433,speed,1.97,1.97,0.01
1433,strength,2.31,2.31,0.06
1434,agility,1.07,1.07,0.01
1434,analytical reasoning,-1.74,-1.74,0.01
1434,bravery,0.26,0.26,0.26
1434,endurance,0.21,0.21,0.10
1434,honesty,0.03,0.03,0.20
1434,intuition,0.01,0.01,0.18
1434,loyalty,2.81,2.81,0.07
1434,memory,0.09,0.09,0.02
1434,obedience,-0.19,-0.19,0.04
1434,pain tolerance,1.38,1.38,0.11
1434,perception,-0.92,-0.92,0.13
1434,reflex,-0.28,-0.28,0.20
1434,speed,1.24,1.24,0.16
1434,strength,-0.13,-0.13,0.03
1435,agility,0.22,0.22,0.09
1435,analytical reasoning,0.72,0.72,0.12
1435,bravery,0.06,0.06,0.31
1435,endurance,0.70,0.70,0.07
1435,honesty,-0.20,-0.20,0.25
1435,intuition,-0.37,-0.37,0.06
1435,loyalty,1.46,1.46,0.17
1435,memory,0.70,0.70,0.14
1435,obedience,-0.26,-0.26,0.40
1435,pain tolerance,0.12,0.12,0.01
1435,perception,-0.52,-0.52,0.01
1435,reflex,0.44,0.44,0.03
1435,speed,-0.68,-0.68,0.14
1435,strength,-1.18,-1.18,0.52
1436,agility,1.44,1.44,0.14
1436,analytical reasoning,-0.34,-0.34,0.23
1436,bravery,-0.32,-0.32,0.14
1436,endurance,-0.01,-0.01,0.19
1436,honesty,0.62,0.62,0.27
1436,intuition,-0.22,-0.22,0.15
1436,loyalty,1.26,1.26,0.26
1436,memory,0.24,0.24,0.10
1436,obedience,0.37,0.37,0.13
1436,pain tolerance,-0.03,-0.03,0.12
1436,perception,0.66,0.66,0.14
1436,reflex,1.11,1.11,0.66
1436,speed,-0.19,-0.19,0.06
1436,strength,-0.89,-0.89,0.20
1437,agility,-0.55,-0.55,0.08
1437,analytical reasoning,-0.85,-0.85,0.24
1437,bravery,1.58,1.58,0.62
1437,endurance,1.54,1.54,0.02
1437,honesty,0.34,0.34,0.40
1437,intuition,-0.87,-0.87,0.17
1437,loyalty,0.49,0.49,0.08
1437,memory,0.83,0.83,0.19
1437,obedience,2.28,2.28,0.01
1437,pain tolerance,0.75,0.75,0.66
1437,perception,0.78,0.78,0.61
1437,reflex,0.27,0.27,0.11
1437,speed,1.04,1.04,0.18
1437,strength,-0.57,-0.57,0.01
1438,agility,0.36,0.36,0.32
1438,analytical reasoning,-1.65,-1.65,0.05
1438,bravery,-0.28,-0.28,0.05
1438,endurance,-1.12,-1.12,0.02
1438,honesty,-2.61,-2.61,0.14
1438,intuition,-0.57,-0.57,0.03
1438,loyalty,-0.23,-0.23,0.15
1438,memory,-1.11,-1.11,0.26
1438,obedience,0.61,0.61,0.16
1438,pain tolerance,-0.42,-0.42,0.16
1438,perception,-0.55,-0.55,0.13
1438,reflex,0.19,0.19,0.13
1438,speed,-0.74,-0.74,0.03
1438,strength,-0.79,-0.79,0.06
1439,agility,0.74,0.74,0.13
1439,analytical reasoning,-0.58,-0.58,0.30
1439,bravery,0.16,0.16,0.33
1439,endurance,1.05,1.05,0.21
1439,honesty,0.41,0.41,0.01
1439,intuition,0.19,0.19,0.04
1439,loyalty,-0.56,-0.56,0.19
1439,memory,-0.44,-0.44,0.33
1439,obedience,-1.16,-1.16,0.32
1439,pain tolerance,-0.87,-0.87,0.01
1439,perception,0.86,0.86,0.42
1439,reflex,-0.25,-0.25,0.01
1439,speed,0.87,0.87,0.04
1439,strength,1.47,1.47,0.46
1440,agility,0.01,0.01,0.03
1440,analytical reasoning,-0.52,-0.52,0.12
1440,bravery,0.08,0.08,0.04
1440,endurance,-0.48,-0.48,0.01
1440,honesty,-0.25,-0.25,0.31
1440,intuition,1.78,1.78,0.17
1440,loyalty,-0.21,-0.21,0.01
1440,memory,-0.50,-0.50,0.09
1440,obedience,-0.21,-0.21,0.32
1440,pain tolerance,-0.38,-0.38,0.37
1440,perception,0.73,0.73,0.33
1440,reflex,2.01,2.01,0.17
1440,speed,-1.28,-1.28,0.07
1440,strength,1.04,1.04,0.10
1441,agility,0.60,0.60,0.40
1441,analytical reasoning,0.80,0.80,0.29
1441,bravery,-2.59,-2.59,0.04
1441,endurance,-2.03,-2.03,0.60
1441,honesty,2.30,2.30,0.16
1441,intuition,3.23,3.23,0.03
1441,loyalty,1.54,1.54,0.01
1441,memory,-0.25,-0.25,0.23
1441,obedience,1.14,1.14,0.12
1441,pain tolerance,-0.90,-0.90,0.03
1441,perception,-0.53,-0.53,0.01
1441,reflex,0.43,0.43,0.35
1441,speed,1.55,1.55,0.03
1441,strength,0.27,0.27,0.17
1442,agility,0.33,0.33,0.08
1442,analytical reasoning,-0.38,-0.38,0.01
1442,bravery,-0.47,-0.47,0.32
1442,endurance,1.56,1.56,0.05
1442,honesty,-0.51,-0.51,0.01
1442,intuition,1.47,1.47,0.03
1442,loyalty,-1.51,-1.51,0.05
1442,memory,-0.54,-0.54,0.05
1442,obedience,0.47,0.47,0.13
1442,pain tolerance,0.71,0.71,0.14
1442,perception,0.55,0.55,0.27
1442,reflex,0.14,0.14,0.10
1442,speed,-1.00,-1.00,0.15
1442,strength,-2.26,-2.26,0.11
1443,agility,0.56,0.56,0.01
1443,analytical reasoning,2.35,2.35,0.01
1443,bravery,0.21,0.21,0.14
1443,endurance,0.21,0.21,0.16
1443,honesty,-0.64,-0.64,0.36
1443,intuition,-0.59,-0.59,0.08
1443,loyalty,-0.28,-0.28,0.35
1443,memory,-0.07,-0.07,0.20
1443,obedience,0.48,0.48,0.02
1443,pain tolerance,-0.03,-0.03,0.33
1443,perception,-0.10,-0.10,0.16
1443,reflex,-0.99,-0.99,0.08
1443,speed,1.55,1.55,0.25
1443,strength,1.38,1.38,0.11
1444,agility,0.50,0.50,0.07
1444,analytical reasoning,-0.60,-0.60,0.12
1444,bravery,-0.24,-0.24,0.08
1444,endurance,-1.48,-1.48,0.06
1444,honesty,-0.82,-0.82,0.27
1444,intuition,-0.15,-0.15,0.12
1444,loyalty,-0.39,-0.39,0.08
1444,memory,-1.38,-1.38,0.02
1444,obedience,-2.11,-2.11,0.03
1444,pain tolerance,-0.99,-0.99,0.24
1444,perception,-0.12,-0.12,0.27
1444,reflex,0.16,0.16,0.01
1444,speed,-0.22,-0.22,0.01
1444,strength,0.78,0.78,0.04
1445,agility,0.01,0.01,0.03
1445,analytical reasoning,-0.53,-0.53,0.09
1445,bravery,-0.11,-0.11,0.16
1445,endurance,-1.33,-1.33,0.07
1445,honesty,0.10,0.10,0.33
1445,intuition,0.32,0.32,1.19
1445,loyalty,0.30,0.30,0.48
1445,memory,-0.28,-0.28,0.47
1445,obedience,-0.56,-0.56,0.26
1445,pain tolerance,-1.10,-1.10,0.54
1445,perception,-0.22,-0.22,0.09
1445,reflex,-0.04,-0.04,0.34
1445,speed,0.15,0.15,0.46
1445,strength,-0.33,-0.33,0.07
1446,agility,-1.17,-1.17,0.50
1446,analytical reasoning,-0.68,-0.68,0.07
1446,bravery,-0.03,-0.03,0.15
1446,endurance,-0.09,-0.09,0.15
1446,honesty,-0.40,-0.40,0.10
1446,intuition,0.64,0.64,0.27
1446,loyalty,1.62,1.62,0.54
1446,memory,-0.48,-0.48,0.15
1446,obedience,0.68,0.68,0.17
1446,pain tolerance,2.76,2.76,0.05
1446,perception,0.52,0.52,0.02
1446,reflex,0.83,0.83,0.18
1446,speed,1.79,1.79,0.03
1446,strength,-0.66,-0.66,0.16
1447,agility,-0.48,-0.48,0.07
1447,analytical reasoning,0.45,0.45,0.29
1447,bravery,-0.80,-0.80,0.57
1447,endurance,-0.93,-0.93,0.02
1447,honesty,-1.32,-1.32,0.07
1447,intuition,1.76,1.76,0.15
1447,loyalty,0.58,0.58,0.27
1447,memory,0.77,0.77,0.01
1447,obedience,0.85,0.85,0.22
1447,pain tolerance,-0.18,-0.18,0.15
1447,perception,0.21,0.21,0.05
1447,reflex,0.04,0.04,0.21
1447,speed,1.10,1.10,0.05
1447,strength,0.01,0.01,0.02
1448,agility,0.82,0.82,0.05
1448,analytical reasoning,0.41,0.41,0.02
1448,bravery,0.51,0.51,0.06
1448,endurance,0.03,0.03,0.16
1448,honesty,0.93,0.93,0.51
1448,intuition,0.16,0.16,0.04
1448,loyalty,1.26,1.26,0.20
1448,memory,-0.72,-0.72,0.52
1448,obedience,0.56,0.56,0.06
1448,pain tolerance,0.72,0.72,0.01
1448,perception,-1.98,-1.98,0.19
1448,reflex,0.98,0.98,0.07
1448,speed,1.03,1.03,0.02
1448,strength,-0.71,-0.71,0.05
1449,agility,-0.57,-0.57,0.05
1449,analytical reasoning,-2.42,-2.42,0.05
1449,bravery,0.37,0.37,0.47
1449,endurance,-0.32,-0.32,0.44
1449,honesty,0.04,0.04,0.26
1449,intuition,-0.51,-0.51,0.07
1449,loyalty,-2.04,-2.04,0.13
1449,memory,0.48,0.48,0.02
1449,obedience,-0.46,-0.46,0.01
1449,pain tolerance,-1.52,-1.52,0.06
1449,perception,0.14,0.14,0.02
1449,reflex,-0.50,-0.50,0.20
1449,speed,0.47,0.47,0.03
1449,strength,-0.17,-0.17,0.05
1450,agility,0.78,0.78,0.01
1450,analytical reasoning,0.11,0.11,0.58
1450,bravery,1.12,1.12,0.05
1450,endurance,0.60,0.60,0.01
1450,honesty,0.19,0.19,0.08
1450,intuition,-0.02,-0.02,0.02
1450,loyalty,0.40,0.40,0.03
1450,memory,-1.44,-1.44,0.15
1450,obedience,-0.54,-0.54,0.17
1450,pain tolerance,1.29,1.29,0.26
1450,perception,-1.02,-1.02,0.22
1450,reflex,0.23,0.23,0.06
1450,speed,0.45,0.45,0.05
1450,strength,-0.62,-0.62,1.09
1451,agility,1.32,1.32,0.16
1451,analytical reasoning,-1.53,-1.53,0.16
1451,bravery,-0.01,-0.01,0.08
1451,endurance,1.02,1.02,0.31
1451,honesty,-1.03,-1.03,0.24
1451,intuition,1.53,1.53,0.73
1451,loyalty,-0.46,-0.46,0.12
1451,memory,0.60,0.60,0.07
1451,obedience,0.84,0.84,0.03
1451,pain tolerance,0.29,0.29,0.25
1451,perception,-0.27,-0.27,0.03
1451,reflex,-1.19,-1.19,0.03
1451,speed,-1.70,-1.70,0.07
1451,strength,-1.32,-1.32,0.20
1452,agility,-0.13,-0.13,0.14
1452,analytical reasoning,-0.53,-0.53,0.18
1452,bravery,1.35,1.35,0.11
1452,endurance,-0.28,-0.28,0.01
1452,honesty,-0.09,-0.09,0.12
1452,intuition,0.98,0.98,0.11
1452,loyalty,1.59,1.59,0.09
1452,memory,1.97,1.97,0.07
1452,obedience,-1.32,-1.32,0.01
1452,pain tolerance,-0.32,-0.32,0.80
1452,perception,1.87,1.87,0.15
1452,reflex,1.23,1.23,0.04
1452,speed,-0.25,-0.25,0.08
1452,strength,1.22,1.22,0.03
1453,agility,0.22,0.22,0.22
1453,analytical reasoning,0.17,0.17,0.03
1453,bravery,-0.11,-0.11,0.07
1453,endurance,0.43,0.43,0.01
1453,honesty,0.04,0.04,0.05
1453,intuition,-0.75,-0.75,0.22
1453,loyalty,1.58,1.58,0.04
1453,memory,-1.55,-1.55,0.19
1453,obedience,0.65,0.65,0.40
1453,pain tolerance,-1.25,-1.25,0.38
1453,perception,-0.63,-0.63,0.04
1453,reflex,-0.87,-0.87,0.05
1453,speed,0.25,0.25,0.32
1453,strength,-0.11,-0.11,0.29
1454,agility,-0.93,-0.93,0.45
1454,analytical reasoning,1.02,1.02,0.05
1454,bravery,-1.11,-1.11,0.04
1454,endurance,-1.55,-1.55,0.23
1454,honesty,-0.23,-0.23,0.55
1454,intuition,1.05,1.05,0.09
1454,loyalty,0.94,0.94,0.37
1454,memory,-1.02,-1.02,0.11
1454,obedience,-0.90,-0.90,0.07
1454,pain tolerance,0.29,0.29,0.65
1454,perception,0.38,0.38,0.24
1454,reflex,0.39,0.39,0.49
1454,speed,-1.56,-1.56,0.16
1454,strength,-0.35,-0.35,0.27
1455,agility,1.10,1.10,0.37
1455,analytical reasoning,0.25,0.25,0.01
1455,bravery,2.67,2.67,0.01
1455,endurance,1.30,1.30,0.29
1455,honesty,0.54,0.54,0.28
1455,intuition,1.70,1.70,0.15
1455,loyalty,-0.04,-0.04,0.08
1455,memory,-0.50,-0.50,0.01
1455,obedience,0.39,0.39,0.11
1455,pain tolerance,0.05,0.05,0.02
1455,perception,-1.05,-1.05,0.19
1455,reflex,-1.12,-1.12,0.49
1455,speed,-0.38,-0.38,0.41
1455,strength,1.39,1.39,0.07
1456,agility,0.92,0.92,0.16
1456,analytical reasoning,-0.24,-0.24,0.13
1456,bravery,-1.39,-1.39,0.12
1456,endurance,0.88,0.88,0.18
1456,honesty,-2.12,-2.12,0.21
1456,intuition,0.02,0.02,0.04
1456,loyalty,0.94,0.94,0.28
1456,memory,-1.02,-1.02,0.01
1456,obedience,-0.20,-0.20,0.01
1456,pain tolerance,0.26,0.26,0.39
1456,perception,0.63,0.63,0.07
1456,reflex,-1.09,-1.09,0.20
1456,speed,0.02,0.02,0.43
1456,strength,0.08,0.08,0.36
1457,agility,0.79,0.79,0.06
1457,analytical reasoning,-0.29,-0.29,0.59
1457,bravery,0.96,0.96,0.05
1457,endurance,0.07,0.07,0.11
1457,honesty,1.14,1.14,0.04
1457,intuition,0.09,0.09,0.28
1457,loyalty,1.35,1.35,0.01
1457,memory,-0.39,-0.39,0.31
1457,obedience,-0.18,-0.18,0.11
1457,pain tolerance,-0.63,-0.63,0.08
1457,perception,-0.22,-0.22,0.02
1457,reflex,-0.49,-0.49,0.12
1457,speed,-1.78,-1.78,0.12
1457,strength,1.00,1.00,0.20
1458,agility,-1.65,-1.65,0.05
1458,analytical reasoning,-0.35,-0.35,0.72
1458,bravery,1.04,1.04,0.19
1458,endurance,0.93,0.93,0.55
1458,honesty,1.35,1.35,0.11
1458,intuition,0.83,0.83,0.01
1458,loyalty,1.69,1.69,0.02
1458,memory,2.59,2.59,0.07
1458,obedience,-0.73,-0.73,0.02
1458,pain tolerance,1.84,1.84,0.12
1458,perception,2.46,2.46,0.06
1458,reflex,2.02,2.02,0.02
1458,speed,0.33,0.33,0.15
1458,strength,0.79,0.79,0.53
1459,agility,0.57,0.57,0.38
1459,analytical reasoning,-1.00,-1.00,0.16
1459,bravery,0.40,0.40,0.16
1459,endurance,1.53,1.53,0.13
1459,honesty,-0.34,-0.34,0.43
1459,intuition,-0.23,-0.23,0.04
1459,loyalty,1.66,1.66,0.33
1459,memory,0.74,0.74,0.09
1459,obedience,-1.27,-1.27,0.06
1459,pain tolerance,1.39,1.39,0.23
1459,perception,0.53,0.53,0.70
1459,reflex,2.06,2.06,0.29
1459,speed,0.49,0.49,0.01
1459,strength,0.27,0.27,0.30
1460,agility,-0.70,-0.70,0.08
1460,analytical reasoning,0.27,0.27,0.08
1460,bravery,0.01,0.01,0.03
1460,endurance,0.62,0.62,0.25
1460,honesty,-0.37,-0.37,0.02
1460,intuition,-0.18,-0.18,0.05
1460,loyalty,1.53,1.53,0.38
1460,memory,1.26,1.26,0.01
1460,obedience,0.15,0.15,0.31
1460,pain tolerance,-0.05,-0.05,0.17
1460,perception,0.38,0.38,0.01
1460,reflex,0.68,0.68,0.03
1460,speed,0.50,0.50,0.17
1460,strength,-1.16,-1.16,0.07
1461,agility,-1.20,-1.20,0.39
1461,analytical reasoning,0.65,0.65,0.01
1461,bravery,1.04,1.04,0.06
1461,endurance,-0.24,-0.24,0.65
1461,honesty,-0.58,-0.58,0.06
1461,intuition,0.20,0.20,0.05
1461,loyalty,-1.78,-1.78,0.09
1461,memory,-1.66,-1.66,0.13
1461,obedience,1.35,1.35,0.19
1461,pain tolerance,0.64,0.64,0.10
1461,perception,0.14,0.14,0.08
1461,reflex,0.79,0.79,0.10
1461,speed,-1.50,-1.50,0.72
1461,strength,-0.45,-0.45,0.39
1462,agility,0.80,0.80,0.07
1462,analytical reasoning,0.69,0.69,0.10
1462,bravery,0.62,0.62,0.16
1462,endurance,-0.68,-0.68,0.01
1462,honesty,1.60,1.60,0.04
1462,intuition,0.47,0.47,0.03
1462,loyalty,-1.71,-1.71,0.76
1462,memory,-0.71,-0.71,0.03
1462,obedience,0.82,0.82,0.04
1462,pain tolerance,0.17,0.17,0.35
1462,perception,0.27,0.27,0.06
1462,reflex,1.17,1.17,0.01
1462,speed,1.62,1.62,0.01
1462,strength,-0.10,-0.10,0.15
1463,agility,0.80,0.80,0.28
1463,analytical reasoning,0.06,0.06,0.04
1463,bravery,0.08,0.08,0.15
1463,endurance,0.35,0.35,0.12
1463,honesty,0.86,0.86,0.01
1463,intuition,0.20,0.20,0.01
1463,loyalty,0.87,0.87,0.09
1463,memory,1.03,1.03,0.33
1463,obedience,0.51,0.51,0.05
1463,pain tolerance,-1.75,-1.75,0.54
1463,perception,-1.71,-1.71,0.01
1463,reflex,1.02,1.02,0.22
1463,speed,0.16,0.16,0.01
1463,strength,-1.18,-1.18,0.06
1464,agility,1.29,1.29,0.59
1464,analytical reasoning,1.55,1.55,0.05
1464,bravery,0.73,0.73,0.03
1464,endurance,0.49,0.49,0.13
1464,honesty,0.85,0.85,0.07
1464,intuition,-0.90,-0.90,0.10
1464,loyalty,1.84,1.84,0.01
1464,memory,0.21,0.21,0.15
1464,obedience,0.49,0.49,0.11
1464,pain tolerance,1.63,1.63,0.03
1464,perception,-0.28,-0.28,0.02
1464,reflex,0.77,0.77,0.01
1464,speed,-1.64,-1.64,0.49
1464,strength,-0.07,-0.07,0.10
1465,agility,1.51,1.51,0.05
1465,analytical reasoning,-1.53,-1.53,0.23
1465,bravery,0.35,0.35,0.16
1465,endurance,-1.81,-1.81,0.07
1465,honesty,0.35,0.35,0.10
1465,intuition,0.86,0.86,0.01
1465,loyalty,-2.06,-2.06,0.18
1465,memory,0.65,0.65,0.02
1465,obedience,0.50,0.50,0.11
1465,pain tolerance,1.15,1.15,0.19
1465,perception,0.62,0.62,0.08
1465,reflex,0.28,0.28,0.27
1465,speed,1.68,1.68,0.19
1465,strength,-0.96,-0.96,0.27
1466,agility,1.57,1.57,0.03
1466,analytical reasoning,-1.32,-1.32,0.12
1466,bravery,0.48,0.48,0.02
